"from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"BET","VAK","Hageland Aviation Service",1,9,3,417,136
"BET","WBB","Hageland Aviation Service",1,6,4,35,190
"BET","WNA","Hageland Aviation Service",2,12,3,35,11
"BET","WTL","Hageland Aviation Service",34,204,74,35,41
"BET","WTL","Hageland Aviation Service",1,8,5,194,41
"BET","WTL","Hageland Aviation Service",8,72,49,416,41
"BET","WTL","Hageland Aviation Service",4,24,9,35,41
"BET","WWT","Hageland Aviation Service",5,30,16,35,96
"BET","WWT","Hageland Aviation Service",23,207,125,416,96
"BKC","DRG","Hageland Aviation Service",8,48,10,35,46
"BKC","DRG","Hageland Aviation Service",5,40,9,194,46
"BKC","DRG","Hageland Aviation Service",1,8,2,194,46
"BKC","IAN","Hageland Aviation Service",1,8,2,194,72
"BKC","KKA","Hageland Aviation Service",1,6,1,35,72
"BKC","OTZ","Hageland Aviation Service",16,96,15,35,75
"BKC","OTZ","Hageland Aviation Service",6,48,17,194,75
"BKC","OTZ","Hageland Aviation Service",3,27,8,416,75
"BKC","OTZ","Hageland Aviation Service",1,9,1,416,75
"BKC","WLK","Hageland Aviation Service",1,8,1,194,54
"BKC","WLK","Hageland Aviation Service",1,9,7,416,54
"BRW","AIN","Hageland Aviation Service",4,76,8,405,87
"BRW","AIN","Hageland Aviation Service",72,648,329,416,87
"BRW","AIN","Hageland Aviation Service",5,45,2,416,87
"BRW","ATK","Hageland Aviation Service",3,57,9,405,59
"BRW","ATK","Hageland Aviation Service",48,432,204,416,59
"BRW","ATK","Hageland Aviation Service",7,63,21,416,59
"BRW","NUI","Hageland Aviation Service",9,171,43,405,151
"BRW","NUI","Hageland Aviation Service",33,297,153,416,151
"BRW","OTZ","Hageland Aviation Service",1,19,19,405,337
"BRW","PIZ","Hageland Aviation Service",4,76,6,405,180
"BRW","PIZ","Hageland Aviation Service",49,441,141,416,180
"BRW","PIZ","Hageland Aviation Service",2,18,3,416,180
"BRW","SCC","Hageland Aviation Service",2,18,8,416,204
"BTI","FAI","Hageland Aviation Service",1,19,8,405,386
"BTI","SCC","Hageland Aviation Service",2,38,2,405,115
"CHU","ANI","Hageland Aviation Service",28,168,40,35,10
"CHU","ANI","Hageland Aviation Service",1,9,3,416,10
"CHU","CKD","Hageland Aviation Service",6,36,9,35,42
"CHU","KLG","Hageland Aviation Service",1,6,4,35,36
"CHU","SLQ","Hageland Aviation Service",2,12,3,35,69
"CHU","SRV","Hageland Aviation Service",1,6,4,35,89
"CKD","ANI","Hageland Aviation Service",13,78,22,35,51
"CKD","ANI","Hageland Aviation Service",3,27,7,416,51
"CKD","ANI","Hageland Aviation Service",1,6,2,35,51
"CKD","CHU","Hageland Aviation Service",6,36,10,35,42
"CKD","RDV","Hageland Aviation Service",6,36,8,35,27
"CYF","BET","Hageland Aviation Service",21,126,62,35,90
"CYF","BET","Hageland Aviation Service",29,261,91,416,90
"CYF","KPN","Hageland Aviation Service",8,48,19,35,20
"CYF","KPN","Hageland Aviation Service",17,153,56,416,20
"CYF","KWK","Hageland Aviation Service",1,6,1,35,45
"DRG","BKC","Hageland Aviation Service",7,42,14,35,46
"DRG","BKC","Hageland Aviation Service",2,16,7,194,46
"DRG","BKC","Hageland Aviation Service",2,18,11,416,46
"DRG","BKC","Hageland Aviation Service",1,8,1,194,46
"DRG","BKC","Hageland Aviation Service",1,9,4,416,46
"DRG","OTZ","Hageland Aviation Service",9,54,6,35,56
"DRG","OTZ","Hageland Aviation Service",7,56,14,194,56
"DRG","OTZ","Hageland Aviation Service",3,24,8,194,56
"EEK","BET","Hageland Aviation Service",19,114,28,35,40
"EEK","BET","Hageland Aviation Service",1,8,6,194,40
"EEK","BET","Hageland Aviation Service",4,36,2,416,40
"EEK","KWN","Hageland Aviation Service",6,36,11,35,32
"EEK","KWN","Hageland Aviation Service",3,27,7,416,32
"EEK","WTL","Hageland Aviation Service",6,36,4,35,23
"ELI","KKA","Hageland Aviation Service",4,32,8,194,40
"ELI","KKA","Hageland Aviation Service",12,108,35,416,40
"ELI","KKA","Hageland Aviation Service",6,54,23,417,40
"ELI","OME","Hageland Aviation Service",8,64,29,194,95
"ELI","OME","Hageland Aviation Service",9,81,29,416,95
"ELI","OME","Hageland Aviation Service",4,36,26,417,95
"ELI","SKK","Hageland Aviation Service",2,18,1,416,39
"ELI","UNK","Hageland Aviation Service",1,8,1,194,67
"ELI","UNK","Hageland Aviation Service",1,6,2,35,67
"ELI","UNK","Hageland Aviation Service",1,9,9,416,67
"ELI","WMO","Hageland Aviation Service",1,9,1,416,34
"EMK","AKI","Hageland Aviation Service",1,6,5,35,169
"EMK","AUK","Hageland Aviation Service",4,24,7,35,7
"EMK","AUK","Hageland Aviation Service",14,126,55,416,7
"EMK","KOT","Hageland Aviation Service",9,54,22,35,35
"EMK","KOT","Hageland Aviation Service",7,63,20,416,35
"EMK","KSM","Hageland Aviation Service",10,60,17,35,63
"EMK","KSM","Hageland Aviation Service",13,117,67,416,63
"EMK","KSM","Hageland Aviation Service",5,30,7,35,63
"EMK","MOU","Hageland Aviation Service",3,18,6,35,54
"EMK","MOU","Hageland Aviation Service",4,36,11,416,54
"EMK","MOU","Hageland Aviation Service",2,12,5,35,54
"EMK","SMK","Hageland Aviation Service",2,12,1,35,92
"EMK","SMK","Hageland Aviation Service",1,6,5,35,92
"EMK","UNK","Hageland Aviation Service",2,12,2,35,139
"FAI","AKP","Hageland Aviation Service",7,56,14,194,254
"FAI","BTI","Hageland Aviation Service",1,19,6,405,386
"FAI","FYU","Hageland Aviation Service",36,288,84,194,144
"FAI","GAL","Hageland Aviation Service",2,16,1,194,268
"FYU","FAI","Hageland Aviation Service",38,304,57,194,144
"FYU","FAI","Hageland Aviation Service",1,19,2,405,144
"GAL","ABL","Hageland Aviation Service",1,8,3,194,165
"GAL","ANC","Hageland Aviation Service",16,128,21,194,329
"GAL","ANV","Hageland Aviation Service",1,9,6,416,176
"GAL","FAI","Hageland Aviation Service",1,8,8,194,268
"GAL","FAI","Hageland Aviation Service",1,19,5,405,268
"GAL","HSL","Hageland Aviation Service",5,40,9,194,69
"GAL","HSL","Hageland Aviation Service",9,81,14,416,69
"GAL","KAL","Hageland Aviation Service",1,8,5,194,61
"GAL","KAL","Hageland Aviation Service",18,162,69,416,61
"GAL","KYU","Hageland Aviation Service",2,16,4,194,25
"GAL","KYU","Hageland Aviation Service",6,54,16,416,25
"GAL","NUL","Hageland Aviation Service",33,297,113,416,34
"GAL","OME","Hageland Aviation Service",2,38,36,405,253
"GAL","RBY","Hageland Aviation Service",11,88,17,194,44
"GAL","RBY","Hageland Aviation Service",5,45,14,416,44
"GAL","SHX","Hageland Aviation Service",1,9,3,416,163
"GAM","OME","Hageland Aviation Service",18,342,91,405,197
"GAM","OME","Hageland Aviation Service",1,9,5,417,197
"GAM","OTZ","Hageland Aviation Service",1,19,9,405,341
"GAM","SVA","Hageland Aviation Service",14,266,74,405,40
"GAM","SVA","Hageland Aviation Service",2,18,8,417,40
"GLV","ELI","Hageland Aviation Service",1,8,3,194,23
"GLV","ELI","Hageland Aviation Service",1,9,2,416,23
"GLV","OME","Hageland Aviation Service",7,56,12,194,72
"GLV","OME","Hageland Aviation Service",8,72,35,416,72
"GLV","OME","Hageland Aviation Service",7,63,31,417,72
"GLV","UNK","Hageland Aviation Service",1,9,8,416,82
"GLV","WMO","Hageland Aviation Service",1,8,4,194,15
"GLV","WMO","Hageland Aviation Service",10,90,37,416,15
"GLV","WMO","Hageland Aviation Service",5,45,17,417,15
"GLV","WMO","Hageland Aviation Service",1,6,3,35,15
"HCR","ANI","Hageland Aviation Service",36,216,72,35,43
"HCR","ANI","Hageland Aviation Service",6,54,23,416,43
"HCR","ANV","Hageland Aviation Service",7,42,16,35,34
"HCR","ANV","Hageland Aviation Service",4,36,19,416,34
"HCR","BET","Hageland Aviation Service",1,6,1,35,119
"HCR","KGX","Hageland Aviation Service",4,24,8,35,50
"HCR","KGX","Hageland Aviation Service",2,18,8,416,50
"HCR","KSM","Hageland Aviation Service",1,6,1,35,115
"HCR","SHX","Hageland Aviation Service",5,30,12,35,36
"HCR","SHX","Hageland Aviation Service",2,18,5,416,36
"HPB","BET","Hageland Aviation Service",4,32,15,194,153
"HPB","BET","Hageland Aviation Service",30,270,113,416,153
"HPB","BET","Hageland Aviation Service",25,225,99,417,153
"HPB","BET","Hageland Aviation Service",2,16,7,194,153
"HPB","EMK","Hageland Aviation Service",1,6,2,35,101
"HPB","KOT","Hageland Aviation Service",3,18,10,35,133
"HPB","KOT","Hageland Aviation Service",4,36,18,416,133
"HPB","MOU","Hageland Aviation Service",2,12,4,35,89
"HPB","MOU","Hageland Aviation Service",1,9,3,416,89
"HPB","SCM","Hageland Aviation Service",10,90,42,416,29
"HPB","SCM","Hageland Aviation Service",3,27,12,417,29
"HPB","SCM","Hageland Aviation Service",2,12,3,35,29
"HPB","VAK","Hageland Aviation Service",8,72,48,416,19
"HPB","VAK","Hageland Aviation Service",4,36,15,417,19
"HSL","GAL","Hageland Aviation Service",5,40,2,194,69
"HSL","GAL","Hageland Aviation Service",4,36,6,416,69
"HSL","KYU","Hageland Aviation Service",6,54,8,416,69
"HSL","NUL","Hageland Aviation Service",2,18,6,416,84
"IAN","ABL","Hageland Aviation Service",1,6,1,35,70
"IAN","ORV","Hageland Aviation Service",1,6,1,35,19
"IAN","ORV","Hageland Aviation Service",3,24,7,194,19
"IAN","ORV","Hageland Aviation Service",19,171,86,416,19
"IAN","ORV","Hageland Aviation Service",1,9,3,416,19
"IAN","OTZ","Hageland Aviation Service",2,12,2,35,59
"IAN","OTZ","Hageland Aviation Service",1,8,5,194,59
"IAN","OTZ","Hageland Aviation Service",20,180,67,416,59
"IAN","OTZ","Hageland Aviation Service",1,6,2,35,59
"IAN","OTZ","Hageland Aviation Service",3,24,5,194,59
"IAN","RDB","Hageland Aviation Service",1,8,5,194,98
"IAN","RDB","Hageland Aviation Service",1,9,9,416,98
"IAN","WLK","Hageland Aviation Service",1,8,1,194,29
"IAN","WLK","Hageland Aviation Service",3,27,12,416,29
"KAL","GAL","Hageland Aviation Service",28,252,48,416,61
"KAL","KGX","Hageland Aviation Service",1,8,8,194,107
"KAL","NUL","Hageland Aviation Service",1,8,4,194,34
"KAL","NUL","Hageland Aviation Service",17,153,34,416,34
"KAL","NUL","Hageland Aviation Service",3,27,18,416,34
"KAL","UNK","Hageland Aviation Service",5,30,6,35,69
"KGX","ANI","Hageland Aviation Service",14,84,8,35,93
"KGX","ANI","Hageland Aviation Service",8,72,6,416,93
"KGX","ANV","Hageland Aviation Service",5,30,13,35,18
"KGX","ANV","Hageland Aviation Service",1,9,5,416,18
"KGX","HCR","Hageland Aviation Service",9,54,14,35,50
"KGX","HCR","Hageland Aviation Service",3,27,15,416,50
"KGX","KAL","Hageland Aviation Service",3,18,8,35,107
"KGX","KAL","Hageland Aviation Service",1,9,8,416,107
"KGX","SHX","Hageland Aviation Service",6,36,8,35,21
"KGX","SHX","Hageland Aviation Service",6,54,19,416,21
"KKA","BKC","Hageland Aviation Service",1,6,1,35,72
"KKA","ELI","Hageland Aviation Service",7,56,28,194,40
"KKA","ELI","Hageland Aviation Service",5,45,10,416,40
"KKA","ELI","Hageland Aviation Service",4,36,22,417,40
"KKA","OME","Hageland Aviation Service",2,16,2,194,130
"KKA","OME","Hageland Aviation Service",7,63,20,416,130
"KKA","OTZ","Hageland Aviation Service",2,16,8,194,141
"KKA","OTZ","Hageland Aviation Service",1,9,9,417,141
"KKA","SKK","Hageland Aviation Service",13,78,19,35,43
"KKA","SKK","Hageland Aviation Service",3,24,10,194,43
"KKA","SKK","Hageland Aviation Service",8,72,26,416,43
"KKA","SKK","Hageland Aviation Service",7,63,24,417,43
"KKA","UNK","Hageland Aviation Service",20,120,22,35,74
"KKA","UNK","Hageland Aviation Service",3,18,3,35,74
"KKH","BET","Hageland Aviation Service",30,180,51,35,76
"KKH","BET","Hageland Aviation Service",5,45,7,416,76
"KKH","KPN","Hageland Aviation Service",1,6,1,35,35
"KKH","KWK","Hageland Aviation Service",14,84,13,35,3
"KKH","KWK","Hageland Aviation Service",3,27,6,416,3
"KKH","WTL","Hageland Aviation Service",4,24,11,35,37
"KKH","WTL","Hageland Aviation Service",1,9,2,416,37
"KKI","AKI","Hageland Aviation Service",7,42,12,35,7
"KKI","AKI","Hageland Aviation Service",1,9,2,416,7
"KKI","ANI","Hageland Aviation Service",5,30,6,35,78
"KKI","ANI","Hageland Aviation Service",1,9,9,416,78
"KKI","BET","Hageland Aviation Service",25,150,54,35,16
"KKI","BET","Hageland Aviation Service",3,18,1,35,16
"KKI","KWT","Hageland Aviation Service",4,24,5,35,7
"KKI","TLT","Hageland Aviation Service",14,84,21,35,20
"KLG","ANI","Hageland Aviation Service",54,324,110,35,26
"KLG","ANI","Hageland Aviation Service",35,315,150,416,26
"KLG","ANI","Hageland Aviation Service",1,9,3,417,26
"KLG","ANI","Hageland Aviation Service",5,30,3,35,26
"KLG","ANI","Hageland Aviation Service",1,9,3,416,26
"KLG","BET","Hageland Aviation Service",31,186,81,35,73
"KLG","BET","Hageland Aviation Service",20,180,114,416,73
"KLG","BET","Hageland Aviation Service",1,6,4,35,73
"KLG","BET","Hageland Aviation Service",1,8,8,194,73
"KLG","BET","Hageland Aviation Service",1,9,3,416,73
"KLG","CHU","Hageland Aviation Service",1,6,4,35,36
"KLG","RSH","Hageland Aviation Service",8,48,17,35,37
"KLG","RSH","Hageland Aviation Service",1,9,2,416,37
"KLG","RSH","Hageland Aviation Service",1,6,1,35,37
"KOT","AUK","Hageland Aviation Service",2,12,2,35,41
"KOT","AUK","Hageland Aviation Service",1,6,5,35,41
"KOT","AUK","Hageland Aviation Service",3,27,9,416,41
"KOT","EMK","Hageland Aviation Service",7,42,8,35,35
"KOT","EMK","Hageland Aviation Service",4,36,18,416,35
"KOT","EMK","Hageland Aviation Service",1,6,3,35,35
"KOT","HPB","Hageland Aviation Service",2,12,10,35,133
"KOT","HPB","Hageland Aviation Service",2,18,18,416,133
"KOT","KSM","Hageland Aviation Service",13,78,21,35,68
"KOT","KSM","Hageland Aviation Service",4,36,9,416,68
"KOT","KSM","Hageland Aviation Service",8,48,1,35,68
"KOT","MOU","Hageland Aviation Service",2,12,2,35,65
"KOT","MOU","Hageland Aviation Service",2,18,7,416,65
"KOT","MOU","Hageland Aviation Service",2,12,5,35,65
"KOT","MOU","Hageland Aviation Service",1,9,8,416,65
"KOT","PQS","Hageland Aviation Service",1,6,3,35,79
"KOT","SCM","Hageland Aviation Service",2,12,4,35,105
"KOT","SCM","Hageland Aviation Service",4,36,18,416,105
"KOT","SMK","Hageland Aviation Service",2,12,9,35,57
"KOT","SXP","Hageland Aviation Service",2,12,3,35,53
"KOT","SXP","Hageland Aviation Service",2,12,9,35,53
"KOT","SXP","Hageland Aviation Service",1,9,8,416,53
"KOT","WBB","Hageland Aviation Service",13,78,24,35,52
"KPN","BET","Hageland Aviation Service",51,306,99,35,96
"KPN","BET","Hageland Aviation Service",29,261,131,416,96
"KPN","CYF","Hageland Aviation Service",15,90,44,35,20
"KPN","CYF","Hageland Aviation Service",19,171,67,416,20
"KPN","KKH","Hageland Aviation Service",4,24,10,35,35
"KPN","KWK","Hageland Aviation Service",1,6,4,35,33
"KSM","AUK","Hageland Aviation Service",8,48,11,35,61
"KSM","AUK","Hageland Aviation Service",10,90,28,416,61
"KSM","BET","Hageland Aviation Service",6,36,24,35,101
"KSM","BET","Hageland Aviation Service",2,18,18,416,101
"KSM","EMK","Hageland Aviation Service",12,72,30,35,63
"KSM","EMK","Hageland Aviation Service",15,135,71,416,63
"KSM","EMK","Hageland Aviation Service",6,36,7,35,63
"KSM","HPB","Hageland Aviation Service",4,24,2,35,100
"KSM","KGX","Hageland Aviation Service",1,6,1,35,119
"KSM","KOT","Hageland Aviation Service",13,78,14,35,68
"KSM","KOT","Hageland Aviation Service",2,18,8,416,68
"KSM","MOU","Hageland Aviation Service",81,486,65,35,14
"KSM","MOU","Hageland Aviation Service",48,432,105,416,14
"KSM","MOU","Hageland Aviation Service",1,9,6,417,14
"KSM","MOU","Hageland Aviation Service",24,144,1,35,14
"KSM","PQS","Hageland Aviation Service",67,402,41,35,16
"KSM","PQS","Hageland Aviation Service",28,252,52,416,16
"KSM","PQS","Hageland Aviation Service",8,48,3,35,16
"KSM","RSH","Hageland Aviation Service",8,48,3,35,67
"KSM","RSH","Hageland Aviation Service",10,90,36,416,67
"KSM","SMK","Hageland Aviation Service",1,19,1,405,106
"KSM","SXP","Hageland Aviation Service",5,30,7,35,59
"KSM","SXP","Hageland Aviation Service",3,27,20,416,59
"KTS","OME","Hageland Aviation Service",9,72,11,194,64
"KTS","OME","Hageland Aviation Service",5,45,24,416,64
"KTS","OME","Hageland Aviation Service",3,27,13,417,64
"KTS","SHH","Hageland Aviation Service",1,9,7,416,65
"KTS","SHH","Hageland Aviation Service",1,8,1,194,65
"KTS","TLA","Hageland Aviation Service",5,40,12,194,5
"KTS","TLA","Hageland Aviation Service",1,9,7,416,5
"KTS","TLA","Hageland Aviation Service",1,9,5,417,5
"KTS","WAA","Hageland Aviation Service",4,32,16,194,51
"KTS","WAA","Hageland Aviation Service",12,108,40,416,51
"KTS","WAA","Hageland Aviation Service",1,9,7,417,51
"KUK","ATT","Hageland Aviation Service",8,48,9,35,9
"KUK","ATT","Hageland Aviation Service",1,9,4,416,9
"KUK","BET","Hageland Aviation Service",29,174,70,35,24
"KUK","BET","Hageland Aviation Service",2,18,3,416,24
"KUK","BET","Hageland Aviation Service",4,24,7,35,24
"KUK","BET","Hageland Aviation Service",1,9,4,416,24
"KUK","KWK","Hageland Aviation Service",1,6,6,35,75
"KUK","NUP","Hageland Aviation Service",12,72,26,35,2
"KUK","WTL","Hageland Aviation Service",1,6,2,35,36
"KVL","IAN","Hageland Aviation Service",1,9,7,416,122
"KVL","OTZ","Hageland Aviation Service",5,30,9,35,78
"KVL","OTZ","Hageland Aviation Service",4,32,7,194,78
"KVL","OTZ","Hageland Aviation Service",17,153,67,416,78
"KVL","OTZ","Hageland Aviation Service",2,16,3,194,78
"KVL","RDB","Hageland Aviation Service",1,8,8,194,48
"KVL","RDB","Hageland Aviation Service",4,36,34,416,48
"KVL","WTK","Hageland Aviation Service",2,12,3,35,43
"KVL","WTK","Hageland Aviation Service",2,16,6,194,43
"KVL","WTK","Hageland Aviation Service",16,144,55,416,43
"KVL","WTK","Hageland Aviation Service",2,18,9,416,43
"KWK","BET","Hageland Aviation Service",18,108,37,35,80
"KWK","BET","Hageland Aviation Service",4,36,7,416,80
"KWK","BET","Hageland Aviation Service",2,12,5,35,80
"KWK","BET","Hageland Aviation Service",1,9,4,416,80
"KWK","KKH","Hageland Aviation Service",13,78,10,35,3
"KWK","KKH","Hageland Aviation Service",3,27,9,416,3
"KWK","KPN","Hageland Aviation Service",4,24,6,35,33
"KWK","WTL","Hageland Aviation Service",1,6,2,35,40
"KWN","BET","Hageland Aviation Service",20,120,20,35,71
"KWN","BET","Hageland Aviation Service",3,27,11,416,71
"KWN","BET","Hageland Aviation Service",1,6,1,35,71
"KWN","EEK","Hageland Aviation Service",12,72,13,35,32
"KWN","EEK","Hageland Aviation Service",1,8,4,194,32
"KWN","EEK","Hageland Aviation Service",2,18,5,416,32
"KWN","KWK","Hageland Aviation Service",1,9,4,416,45
"KWN","WTL","Hageland Aviation Service",2,12,3,35,49
"KWT","AKI","Hageland Aviation Service",19,114,29,35,10
"KWT","BET","Hageland Aviation Service",30,180,70,35,13
"KWT","BET","Hageland Aviation Service",1,9,9,416,13
"KWT","BET","Hageland Aviation Service",3,18,1,35,13
"KWT","KKI","Hageland Aviation Service",5,30,8,35,7
"KWT","KLG","Hageland Aviation Service",1,6,1,35,63
"KWT","TLT","Hageland Aviation Service",2,12,1,35,26
"KYU","GAL","Hageland Aviation Service",9,81,8,416,25
"KYU","HSL","Hageland Aviation Service",2,18,6,416,69
"KYU","KAL","Hageland Aviation Service",3,27,3,416,49
"KYU","NUL","Hageland Aviation Service",1,8,1,194,15
"KYU","NUL","Hageland Aviation Service",2,18,6,416,15
"LVD","ANI","Hageland Aviation Service",2,12,2,35,137
"MLL","ANI","Hageland Aviation Service",1,6,3,35,85
"MLL","BET","Hageland Aviation Service",10,60,22,35,75
"MLL","BET","Hageland Aviation Service",2,16,9,194,75
"MLL","BET","Hageland Aviation Service",13,117,57,416,75
"MLL","KSM","Hageland Aviation Service",1,6,1,35,42
"MLL","KSM","Hageland Aviation Service",1,9,1,416,42
"MLL","KSM","Hageland Aviation Service",6,36,4,35,42
"MLL","MOU","Hageland Aviation Service",2,12,6,35,56
"MLL","MOU","Hageland Aviation Service",1,9,8,416,56
"MLL","OME","Hageland Aviation Service",1,8,7,194,211
"MLL","PQS","Hageland Aviation Service",2,18,13,416,27
"MLL","RSH","Hageland Aviation Service",14,84,31,35,25
"MLL","RSH","Hageland Aviation Service",3,24,3,194,25
"MLL","RSH","Hageland Aviation Service",13,117,47,416,25
"MLL","RSH","Hageland Aviation Service",4,36,16,417,25
"MLL","RSH","Hageland Aviation Service",1,6,5,35,25
"MLL","RSH","Hageland Aviation Service",3,27,18,416,25
"MOU","AUK","Hageland Aviation Service",5,30,15,35,51
"MOU","AUK","Hageland Aviation Service",2,18,13,416,51
"MOU","AUK","Hageland Aviation Service",2,12,4,35,51
"MOU","AUK","Hageland Aviation Service",1,9,7,416,51
"MOU","BET","Hageland Aviation Service",15,90,58,35,110
"MOU","BET","Hageland Aviation Service",25,225,149,416,110
"MOU","BET","Hageland Aviation Service",2,12,2,35,110
"MOU","EMK","Hageland Aviation Service",2,12,3,35,54
"MOU","EMK","Hageland Aviation Service",4,36,18,416,54
"MOU","EMK","Hageland Aviation Service",1,6,2,35,54
"MOU","HPB","Hageland Aviation Service",3,18,5,35,89
"MOU","KOT","Hageland Aviation Service",3,18,10,35,65
"MOU","KOT","Hageland Aviation Service",1,9,7,416,65
"MOU","KOT","Hageland Aviation Service",2,12,2,35,65
"MOU","KSM","Hageland Aviation Service",76,456,50,35,14
"MOU","KSM","Hageland Aviation Service",54,486,111,416,14
"MOU","KSM","Hageland Aviation Service",22,132,12,35,14
"MOU","MLL","Hageland Aviation Service",2,12,7,35,56
"MOU","PQS","Hageland Aviation Service",3,18,8,35,29
"MOU","PQS","Hageland Aviation Service",6,54,26,416,29
"MOU","PQS","Hageland Aviation Service",1,9,3,417,29
"MOU","PQS","Hageland Aviation Service",2,12,3,35,29
"MOU","RSH","Hageland Aviation Service",4,36,18,416,81
"MOU","SCM","Hageland Aviation Service",3,18,7,35,63
"MOU","SXP","Hageland Aviation Service",1,9,3,416,47
"MOU","SXP","Hageland Aviation Service",1,6,2,35,47
"MYU","BET","Hageland Aviation Service",10,80,30,194,154
"MYU","BET","Hageland Aviation Service",15,135,41,416,154
"MYU","BET","Hageland Aviation Service",9,81,33,417,154
"MYU","BET","Hageland Aviation Service",1,9,9,417,154
"MYU","NME","Hageland Aviation Service",1,9,2,416,54
"MYU","OOK","Hageland Aviation Service",4,36,11,416,41
